id,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,label
11775,4,5,4,11,4,10,3,3,2,5,1
11776,1,10,2,11,4,11,3,2,3,1,1
11777,2,4,2,1,3,1,3,9,1,1,3
11778,4,4,4,13,2,4,3,3,2,12,1
11779,1,5,3,5,1,11,4,7,2,13,1
11780,3,2,4,5,1,8,2,13,1,5,1
11781,2,1,2,12,3,1,1,7,4,1,3
11782,2,7,2,2,1,11,4,11,1,7,2
11783,4,7,3,5,4,2,2,3,1,13,0
11784,4,7,1,11,3,1,3,10,2,8,0
11785,2,8,4,7,1,2,2,1,3,5,0
11786,4,12,3,6,4,6,3,8,3,7,1
11787,2,2,4,13,1,9,3,13,4,11,1
11788,1,3,3,6,4,13,3,2,3,12,0
11789,2,9,1,3,2,3,4,1,1,11,1
11790,1,10,3,11,3,7,1,5,2,1,0
11791,4,4,3,4,4,5,3,9,1,7,1
11792,1,6,2,12,1,12,1,9,2,11,1
11793,3,4,3,8,2,6,3,12,3,3,0
11794,4,9,1,2,3,9,4,12,2,9,3
11795,2,13,4,11,2,12,4,10,2,2,0
11796,3,11,2,13,1,11,1,2,3,3,1
11797,1,2,2,2,4,4,3,12,3,5,1
11798,4,9,3,9,2,12,1,6,1,7,1
11799,4,3,2,7,2,5,1,1,2,10,0
11800,2,13,4,5,4,11,4,6,3,8,0
11801,4,9,3,7,2,6,2,4,1,1,0
11802,3,5,4,2,1,3,2,4,4,4,1
11803,2,6,3,3,2,12,2,8,3,6,1
11804,2,10,1,5,3,5,4,8,1,2,1
11805,4,10,3,13,3,6,3,5,2,10,1
11806,3,6,4,11,4,10,3,1,2,8,0
11807,1,4,3,6,1,12,3,11,2,7,0
11808,3,9,4,11,2,2,1,2,1,5,1
11809,4,11,2,5,3,10,4,5,1,4,1
11810,4,10,2,8,1,5,2,10,3,11,1
11811,4,7,3,5,2,11,3,10,1,9,0
11812,4,8,1,2,2,8,3,1,4,7,1
11813,2,10,2,11,3,7,3,13,1,10,1
11814,3,6,3,2,4,12,2,10,4,8,0
11815,4,3,4,8,2,3,2,1,4,11,1
11816,4,9,3,7,3,13,4,11,4,6,0
11817,2,3,2,8,3,10,2,7,2,12,0
11818,1,2,2,7,3,11,4,4,2,3,0
11819,2,8,2,12,2,5,3,7,4,8,1
11820,1,7,4,13,3,1,4,7,3,3,1
11821,4,4,4,3,1,9,2,8,1,1,0
11822,1,6,4,13,3,1,1,7,1,13,1
11823,2,5,4,2,1,6,3,11,1,11,1
11824,4,6,3,12,2,8,2,13,1,13,1
11825,1,10,2,6,4,10,1,3,2,8,1
11826,1,3,3,12,3,6,2,1,3,1,1
11827,2,1,1,2,2,13,4,10,3,11,0
11828,2,1,2,4,2,5,3,2,3,13,0
11829,3,7,2,1,1,5,2,13,4,7,1
11830,4,6,2,3,3,13,2,5,1,2,0
11831,2,5,3,11,2,1,3,3,2,2,0
11832,2,7,3,7,2,12,2,1,4,6,1
11833,2,7,4,1,2,11,2,2,1,1,1
11834,3,9,2,3,4,9,1,3,2,11,2
11835,1,9,4,4,2,9,2,4,1,4,6
11836,3,2,2,2,4,11,3,12,1,5,1
11837,2,12,3,5,4,13,4,4,4,1,0
11838,4,10,3,4,2,6,2,13,1,4,1
11839,1,12,1,13,2,8,2,12,1,9,1
11840,2,12,1,12,1,1,2,6,3,7,1
11841,4,6,1,3,3,1,2,10,4,11,0
11842,2,6,3,8,1,12,3,12,1,10,1
11843,1,6,1,11,2,11,2,3,1,1,1
11844,2,1,1,7,3,7,4,2,2,3,1
11845,2,13,3,7,3,2,4,11,4,8,0
11846,4,2,1,2,1,4,1,1,2,12,1
11847,3,2,2,3,4,10,3,13,4,13,1
11848,2,13,4,1,4,8,2,11,3,8,1
11849,1,8,4,7,4,13,3,5,3,13,1
11850,4,9,2,5,2,8,2,3,3,10,0
11851,4,4,3,9,2,1,2,7,3,7,1
11852,4,13,2,5,1,1,3,2,3,12,0
11853,2,11,1,3,1,4,4,7,1,9,0
11854,1,9,4,12,1,6,3,7,4,13,0
11855,4,1,3,8,1,13,1,9,4,7,0
11856,1,12,1,4,4,3,2,7,2,11,0
11857,1,5,2,3,3,1,2,6,3,8,0
11858,1,7,2,8,1,4,3,9,2,11,0
11859,1,4,3,2,4,2,2,5,2,10,1
11860,4,4,4,13,4,10,3,9,3,12,0
11861,2,8,1,10,4,13,4,8,2,6,1
11862,2,11,1,5,1,11,1,10,3,13,1
11863,4,4,2,5,4,2,3,5,2,13,1
11864,2,6,3,3,1,12,1,2,4,2,1
11865,2,12,2,4,4,12,3,11,2,6,1
11866,2,10,3,10,3,2,3,12,4,4,1
11867,2,8,1,10,1,9,3,7,1,6,4
11868,4,3,2,9,4,13,4,8,4,10,0
11869,1,3,1,5,4,7,4,4,2,10,0
11870,4,7,3,2,1,7,1,8,3,4,1
11871,1,10,2,7,1,7,1,3,3,1,1
11872,4,7,3,12,4,11,1,7,1,8,1
11873,1,7,2,12,1,4,2,9,1,8,0
11874,4,7,2,13,3,4,1,5,1,10,0
11875,3,3,1,10,4,4,3,12,1,6,0
11876,2,12,3,9,2,2,1,4,2,3,0
11877,3,11,2,13,4,9,4,12,3,3,0
11878,4,12,3,10,4,6,3,5,1,2,0
11879,3,4,3,3,3,12,3,9,4,2,0
11880,3,10,3,5,1,9,4,7,1,10,1
11881,3,9,2,7,1,4,4,8,3,12,0
11882,1,7,3,1,3,4,4,6,1,9,0
11883,3,4,4,2,3,10,4,13,3,7,0
11884,2,12,2,9,3,1,3,11,4,4,0
11885,4,7,2,8,1,10,3,1,3,9,0
11886,1,11,2,6,3,8,1,8,1,9,1
11887,2,9,2,10,1,3,1,2,3,1,0
11888,2,6,1,13,1,10,2,12,1,7,0
11889,4,10,3,13,2,6,4,4,3,8,0
11890,2,13,2,3,3,3,4,10,1,4,1
11891,2,9,1,7,3,1,2,1,3,7,2
11892,2,9,4,1,4,8,3,5,1,5,1
11893,2,11,1,6,3,10,4,5,4,7,0
11894,3,5,3,9,1,7,4,10,2,10,1
11895,3,12,1,8,3,5,2,9,3,11,0
11896,4,10,2,9,1,1,1,7,3,4,0
11897,1,3,1,9,3,11,3,1,3,8,0
11898,2,6,3,13,3,5,2,12,3,4,0
11899,1,13,1,11,2,5,4,1,3,8,0
11900,3,13,2,6,2,13,2,8,1,2,1
11901,3,3,4,8,3,1,1,10,1,5,0
11902,3,2,4,1,4,6,4,4,1,2,1
11903,4,2,4,3,2,5,1,11,2,2,1
11904,4,9,3,7,4,12,1,3,1,4,0
11905,4,11,1,8,4,7,2,8,3,11,2
11906,2,7,3,11,1,13,2,12,2,3,0
11907,2,11,1,11,4,13,1,4,3,1,1
11908,3,12,2,8,2,13,3,4,3,10,0
11909,4,11,3,8,2,5,1,13,1,4,0
11910,4,4,4,7,3,5,4,12,4,9,0
11911,2,6,3,8,4,10,2,13,1,3,0
11912,2,7,4,5,4,3,3,5,2,1,1
11913,3,12,3,2,2,8,1,2,2,3,1
11914,1,5,3,7,4,11,1,8,3,10,0
11915,1,7,3,13,1,3,2,11,2,5,0
11916,3,11,1,7,3,2,1,1,1,10,0
11917,2,1,3,4,4,5,4,11,4,7,0
11918,3,6,1,8,1,6,4,10,2,9,1
11919,3,4,2,12,2,6,4,3,4,4,1
11920,1,10,3,12,3,1,2,3,4,7,0
11921,3,2,3,6,2,2,3,9,2,11,1
11922,3,1,3,7,3,13,1,3,4,9,0
11923,1,11,2,7,2,4,4,2,1,7,1
11924,2,7,4,8,2,9,3,2,4,6,0
11925,2,13,1,4,1,11,2,6,2,4,1
11926,3,8,1,4,3,7,3,5,2,13,0
11927,2,8,1,13,3,2,4,1,4,6,0
11928,2,5,4,1,3,2,3,1,3,9,1
11929,1,3,3,5,4,4,2,4,1,6,1
11930,4,10,2,1,1,3,3,11,4,9,0
11931,2,7,1,11,1,5,1,10,3,1,0
11932,1,4,1,3,4,1,3,2,3,7,0
11933,2,12,4,1,1,6,3,9,3,10,0
11934,3,6,2,12,4,12,3,4,3,10,1
11935,3,12,3,6,1,1,1,12,1,7,1
11936,2,8,3,9,4,13,3,8,4,11,1
11937,3,12,1,11,4,7,4,11,3,2,1
11938,3,11,4,5,3,9,4,2,4,1,0
11939,2,9,3,9,1,1,2,12,1,6,1
11940,2,11,1,13,3,13,4,3,1,1,1
11941,4,3,3,7,2,6,3,2,2,10,0
11942,3,1,2,4,2,2,2,5,2,12,0
11943,1,10,4,5,1,1,2,4,1,5,1
11944,1,10,4,1,1,6,1,4,1,1,1
11945,2,8,2,10,4,9,3,4,1,3,0
11946,2,5,2,9,3,12,1,6,4,1,0
11947,2,2,1,13,2,11,3,11,4,11,3
11948,1,5,3,2,1,9,3,4,4,10,0
11949,2,11,2,1,1,3,1,10,2,3,1
11950,2,3,4,8,2,5,4,2,2,10,0
11951,2,9,3,6,2,5,2,11,1,3,0
11952,2,10,3,7,3,10,2,11,2,5,1
11953,4,4,1,12,2,7,3,9,3,6,0
11954,3,4,2,8,4,1,1,5,4,8,1
11955,4,2,3,1,3,8,4,13,4,10,0
11956,2,1,4,8,2,6,1,12,1,3,0
11957,4,8,1,9,3,1,4,4,4,3,0
11958,3,3,4,3,3,5,4,5,1,12,2
11959,1,7,1,5,3,4,4,5,2,5,3
11960,3,5,3,10,3,7,1,4,4,3,0
11961,3,7,3,1,4,10,3,5,3,8,0
11962,3,10,4,9,1,9,4,7,3,5,1
11963,4,5,2,2,2,11,2,9,2,6,0
11964,4,5,3,7,3,4,1,1,3,12,0
11965,4,13,2,8,3,9,2,5,1,10,0
11966,1,13,2,10,3,8,1,5,3,11,0
11967,3,9,1,11,2,2,4,6,4,5,0
11968,4,11,2,2,4,10,2,8,4,1,0
11969,4,12,2,2,2,7,2,1,1,2,1
11970,4,2,2,10,3,4,2,1,2,5,0
11971,2,12,3,13,3,5,4,13,4,1,1
11972,2,8,1,13,1,8,4,1,3,9,1
11973,2,12,1,4,2,7,4,5,4,7,1
11974,3,11,1,12,3,7,3,9,4,9,1
11975,2,3,3,11,2,12,3,5,2,9,0
11976,3,3,2,5,2,8,3,5,3,12,1
11977,4,6,3,11,4,7,4,4,1,11,1
11978,2,9,2,13,1,13,4,7,2,4,1
11979,2,5,4,4,3,5,3,13,3,10,1
11980,2,2,4,4,4,12,3,10,4,13,0
11981,4,11,1,11,4,7,2,6,2,8,1
11982,3,13,2,12,4,8,1,12,4,10,1
11983,1,2,3,13,1,10,3,3,4,3,1
11984,3,4,3,10,3,5,2,2,3,12,0
11985,4,9,2,13,1,7,3,3,2,9,1
11986,1,6,3,7,4,9,2,2,3,3,0
11987,4,6,3,9,2,13,1,4,4,5,0
11988,4,11,2,6,1,5,4,9,2,7,0
11989,3,11,3,2,2,10,4,11,3,8,1
11990,4,2,3,9,3,7,4,8,4,13,0
11991,1,6,2,8,4,5,3,1,4,13,0
11992,3,3,1,2,1,8,3,2,4,9,1
11993,1,1,2,7,1,5,3,7,4,5,2
11994,1,9,2,1,2,13,3,13,4,9,2
11995,1,4,2,6,4,11,1,1,4,9,0
11996,2,7,2,10,2,6,1,1,1,8,0
11997,4,11,3,3,1,10,3,7,4,3,1
11998,1,9,3,8,4,6,3,11,2,2,0
11999,1,7,1,11,2,12,2,9,4,2,0
12000,4,10,3,5,4,2,3,6,3,8,0
12001,2,9,3,4,1,5,2,13,2,3,0
12002,3,4,4,10,4,6,1,12,2,2,0
12003,1,2,2,8,1,5,4,6,2,1,0
12004,3,5,3,4,2,5,4,2,3,12,1
12005,4,3,3,6,3,8,2,10,3,9,0
12006,3,8,1,7,1,11,3,9,3,12,0
12007,4,5,1,4,1,6,2,11,1,9,0
12008,3,9,1,13,1,1,2,5,1,2,0
12009,2,12,3,4,4,13,1,1,3,11,0
12010,4,8,2,7,1,11,3,8,4,11,2
12011,4,8,3,11,4,10,3,8,3,7,1
12012,2,1,2,9,1,7,2,8,1,5,0
12013,4,9,1,12,1,13,1,2,1,1,0
12014,4,10,1,9,1,7,2,10,3,9,2
12015,2,8,1,12,2,1,1,11,4,12,1
12016,4,8,2,6,2,2,1,7,1,11,0
12017,1,5,4,8,3,2,3,11,4,2,1
12018,3,4,1,9,4,6,1,3,4,9,1
12019,3,3,3,10,3,4,1,10,2,12,1
12020,3,7,1,6,2,13,1,10,2,6,1
12021,3,7,2,6,4,5,3,9,1,12,0
12022,2,4,1,2,1,12,4,2,1,7,1
12023,2,8,1,4,3,11,1,8,1,2,1
12024,4,2,2,1,4,7,3,1,2,4,1
12025,3,10,1,5,3,8,2,3,4,9,0
12026,4,13,4,1,3,13,4,12,3,3,1
12027,4,10,1,4,4,4,2,13,3,12,1
12028,2,2,4,7,1,1,1,5,2,13,0
12029,4,4,1,3,3,1,1,5,4,6,0
12030,3,8,3,10,2,5,2,7,4,3,0
12031,3,3,2,12,4,13,4,1,3,1,1
12032,3,3,2,5,3,2,3,6,1,5,1
12033,4,8,3,12,1,10,2,6,1,6,1
12034,1,1,3,8,4,6,1,9,2,9,1
12035,4,11,2,5,3,1,1,12,1,9,0
12036,2,2,3,9,2,13,3,10,1,6,0
12037,2,5,4,10,2,12,4,13,2,4,0
12038,1,6,1,1,2,3,3,3,1,13,1
12039,4,5,1,5,3,11,2,11,3,5,6
12040,3,2,4,1,2,3,2,9,4,6,0
12041,4,2,3,9,2,7,4,9,1,2,2
12042,2,8,3,4,3,2,4,5,3,11,0
12043,1,4,1,3,3,1,3,6,4,8,0
12044,2,1,4,2,2,3,4,3,3,9,1
12045,1,9,1,5,4,9,4,11,1,2,1
12046,2,5,3,11,1,11,1,12,2,10,1
12047,2,8,3,6,1,6,1,2,1,4,1
12048,2,11,3,12,4,1,1,10,2,10,1
12049,4,2,2,5,4,9,2,7,2,2,1
12050,2,10,4,3,2,11,4,11,3,3,2
12051,2,10,1,10,1,12,3,6,3,3,1
12052,3,11,1,4,4,12,4,10,2,2,0
12053,1,1,4,3,2,4,1,10,1,8,0
12054,3,11,2,13,3,3,1,4,1,5,0
12055,1,2,2,11,3,4,3,3,1,5,0
12056,3,8,2,12,4,3,3,9,3,2,0
12057,1,11,1,7,2,13,3,3,3,13,1
12058,4,1,4,6,1,7,3,8,4,13,0
12059,3,10,4,8,4,10,2,12,1,13,1
12060,2,10,3,4,4,10,1,9,1,4,2
12061,3,13,3,9,2,8,3,8,4,5,1
12062,2,12,2,8,3,10,4,4,2,10,1
12063,2,3,2,5,3,3,2,2,2,4,1
12064,3,11,4,11,1,9,2,10,4,4,1
12065,2,7,1,2,1,12,3,3,4,7,1
12066,1,7,4,4,1,2,3,8,1,3,0
12067,2,11,1,9,3,3,2,7,1,7,1
12068,1,5,4,11,2,2,3,6,3,2,1
12069,2,1,3,13,4,10,2,3,3,5,0
12070,2,6,2,2,1,1,1,13,4,10,0
12071,2,1,1,7,2,9,4,5,3,10,0
12072,4,9,4,3,3,12,4,7,2,6,0
12073,2,9,2,5,3,7,1,13,2,10,0
12074,3,2,2,4,2,13,4,13,1,8,1
12075,2,2,3,7,4,13,3,2,1,11,1
12076,4,2,3,8,3,7,3,4,1,1,0
12077,1,9,3,8,3,10,1,10,3,3,1
12078,1,4,1,9,1,3,1,2,1,1,5
12079,4,6,3,11,2,11,1,9,4,4,1
12080,1,4,3,1,1,2,3,6,2,7,0
12081,3,4,2,6,4,13,3,5,1,12,0
12082,1,13,1,12,4,8,3,11,3,4,0
12083,2,9,3,5,2,8,2,13,2,11,0
12084,4,8,2,4,3,1,3,8,1,12,1
12085,4,7,1,5,2,11,4,13,1,6,0
12086,4,12,1,10,3,5,1,3,2,4,0
12087,4,7,1,2,1,3,1,12,1,11,0
12088,2,5,2,12,4,3,2,8,2,13,0
12089,2,5,3,2,4,1,4,4,4,6,0
12090,1,7,4,3,4,12,4,8,4,11,0
12091,1,2,1,5,4,6,3,8,4,5,1
12092,4,13,2,1,1,6,3,9,1,5,0
12093,3,2,2,4,3,7,3,4,2,5,1
12094,4,9,1,8,1,7,2,3,3,8,1
12095,3,5,1,11,4,6,4,9,3,2,0
12096,1,8,2,11,4,3,2,3,4,8,2
12097,1,5,2,1,1,7,2,10,3,8,0
12098,4,11,3,4,2,1,3,2,1,3,0
12099,1,11,1,7,3,2,3,4,3,5,0
12100,4,6,1,10,4,7,1,11,2,11,1
12101,2,9,4,1,1,4,3,2,1,9,1
12102,1,12,3,11,2,2,2,9,1,13,0
12103,4,10,4,8,2,4,1,9,3,4,1
12104,2,5,1,2,3,13,3,9,1,8,0
12105,1,11,2,3,3,5,3,2,3,13,0
12106,4,12,4,9,3,2,4,2,2,9,2
12107,2,10,1,5,4,3,3,11,3,2,0
12108,3,9,4,6,4,11,4,8,1,8,1
12109,1,3,4,1,1,8,1,5,4,2,0
12110,3,8,1,3,2,6,1,5,2,4,0
12111,2,12,3,12,1,9,2,4,3,1,1
12112,2,8,1,5,1,12,2,5,1,6,1
12113,1,10,1,1,4,12,1,5,2,12,1
12114,3,2,1,3,3,7,1,10,3,8,0
12115,4,6,1,4,4,4,1,9,3,9,2
12116,1,11,1,9,3,6,1,3,1,7,0
12117,4,7,2,11,3,13,4,10,4,13,1
12118,3,11,3,3,1,9,3,8,2,2,0
12119,4,1,3,8,4,9,4,13,3,11,0
12120,4,2,3,8,4,4,1,6,1,9,0
12121,4,13,4,2,1,8,3,2,2,8,2
12122,4,1,4,3,4,9,4,12,4,8,5
12123,1,1,3,6,3,13,3,4,4,1,1
12124,2,8,4,8,1,1,2,5,3,1,2
12125,3,7,4,5,3,8,2,2,1,13,0
12126,4,6,3,7,4,4,3,12,3,8,0
12127,3,6,4,7,4,8,1,3,1,12,0
12128,2,8,3,5,2,12,1,6,3,7,0
12129,2,2,3,8,1,12,1,6,1,8,1
12130,3,3,1,1,3,8,4,2,4,6,0
12131,1,13,2,5,2,9,1,1,4,6,0
12132,3,12,1,9,1,5,2,10,1,7,0
12133,2,2,4,2,4,5,1,5,1,4,2
12134,1,3,2,12,3,13,2,1,3,11,0
12135,3,8,2,7,4,5,3,12,4,11,0
12136,1,9,3,9,4,1,3,4,4,5,1
12137,1,8,4,5,3,5,4,10,2,11,1
12138,2,11,3,2,3,4,1,9,1,12,0
12139,4,3,4,5,4,10,2,1,2,13,0
12140,4,12,2,7,2,9,1,9,4,9,3
12141,3,4,2,6,4,5,1,13,1,3,0
12142,1,12,2,5,3,6,1,4,1,9,0
12143,4,5,1,1,1,13,3,9,3,7,0
12144,4,4,3,2,2,6,2,5,1,5,1
12145,3,2,4,3,2,6,2,10,3,3,1
12146,4,8,3,13,2,6,2,7,4,4,0
12147,3,3,3,8,4,3,4,10,2,12,1
12148,4,9,4,12,1,11,2,8,3,1,0
12149,2,4,1,13,3,8,1,1,4,7,0
12150,1,2,3,3,4,4,2,9,3,2,1
12151,2,8,2,12,1,7,2,9,3,8,1
12152,3,11,1,7,4,8,1,4,1,2,0
12153,1,11,1,1,3,10,4,5,2,4,0
12154,2,9,4,11,4,8,2,3,4,1,0
12155,1,7,2,4,2,13,1,1,1,10,0
12156,2,7,3,3,3,10,2,5,4,11,0
12157,1,8,1,10,1,4,3,6,3,2,0
12158,3,9,4,12,3,6,4,5,1,1,0
12159,2,8,2,9,3,12,3,13,3,4,0
12160,3,12,3,10,2,5,4,2,2,13,0
12161,2,12,1,3,2,6,3,9,4,2,0
12162,1,1,1,4,3,1,2,11,2,5,1
12163,1,2,3,8,4,5,1,7,2,1,0
12164,1,7,4,7,1,11,3,11,3,3,2
12165,4,13,3,4,1,4,3,12,2,8,1
12166,3,12,1,9,4,4,3,10,4,3,0
12167,1,3,4,3,2,11,1,11,4,6,2
12168,2,13,3,6,2,3,2,5,3,1,0
12169,2,7,4,4,2,10,3,2,4,5,0
12170,3,8,1,9,3,3,1,5,3,12,0
12171,1,4,1,5,1,6,2,12,4,4,1
12172,1,4,2,9,4,6,2,2,4,9,1
12173,1,11,2,6,1,13,3,7,4,12,0
12174,2,9,2,3,1,4,3,2,3,1,0
12175,2,13,2,3,4,5,4,11,2,5,1
12176,3,2,3,3,3,10,3,1,1,5,0
12177,3,9,4,7,1,10,1,2,3,10,1
12178,4,10,3,13,1,11,3,1,4,8,0
12179,3,6,1,3,2,1,1,8,1,13,0
12180,3,5,2,4,4,9,2,1,4,7,0
12181,1,11,3,12,2,6,3,7,4,9,0
12182,3,6,2,10,4,6,3,7,3,3,1
12183,2,8,4,4,3,13,2,11,1,4,1
12184,3,5,3,7,4,13,2,12,4,1,0
12185,1,11,4,3,4,2,3,5,1,1,0
12186,4,4,2,1,1,9,3,3,4,12,0
12187,2,1,4,1,3,3,3,8,1,7,1
12188,4,11,2,10,3,8,2,2,4,13,0
12189,4,6,2,1,1,13,2,13,1,10,1
12190,1,12,3,11,1,11,4,5,1,2,1
12191,4,11,1,6,3,5,2,8,2,7,0
12192,1,12,4,7,3,4,1,4,3,2,1
12193,2,2,4,6,3,7,3,13,3,3,0
12194,2,12,3,3,3,4,4,5,4,13,0
12195,2,10,3,12,1,8,1,11,4,12,1
12196,3,12,2,12,4,12,4,5,3,4,3
12197,2,8,1,1,3,2,2,10,2,12,0
12198,3,9,4,6,4,1,2,3,1,6,1
12199,3,12,3,9,4,5,4,7,3,10,0
12200,1,11,2,11,4,10,3,7,2,12,1
12201,1,10,3,7,1,13,1,5,3,8,0
12202,2,7,4,5,4,8,3,12,3,2,0
12203,2,5,4,1,3,4,2,9,4,10,0
12204,3,6,1,11,3,4,2,13,2,12,0
12205,1,2,3,12,3,10,2,5,1,10,1
12206,2,8,3,11,4,3,2,11,1,13,1
12207,4,6,3,2,2,1,2,12,4,13,0
12208,2,11,2,13,2,2,3,6,1,6,1
12209,4,2,4,4,4,1,4,11,3,11,1
12210,2,3,2,8,2,10,4,10,1,5,1
12211,3,6,4,5,4,4,1,8,4,9,0
12212,1,4,4,11,4,3,3,9,2,9,1
12213,1,9,2,2,1,7,2,9,3,3,1
12214,3,6,4,10,2,8,1,7,1,1,0
12215,2,3,2,7,1,2,3,9,4,2,1
12216,3,13,3,3,1,11,2,11,2,4,1
12217,2,7,2,1,2,6,3,5,3,12,0
12218,3,13,3,9,1,10,2,8,2,13,1
12219,3,11,2,3,1,8,2,1,3,12,0
12220,2,7,4,11,1,2,1,10,4,6,0
12221,1,9,1,5,3,1,2,6,3,8,0
12222,4,13,3,12,1,1,3,7,1,11,0
12223,1,9,3,8,4,10,1,7,4,2,0
12224,3,12,4,1,2,3,3,10,4,5,0
12225,2,13,4,9,3,9,4,8,1,12,1
12226,1,6,2,3,3,12,2,6,4,5,1
12227,3,13,4,13,2,1,3,8,1,4,1
12228,3,2,2,2,4,4,1,5,4,5,2
12229,4,9,4,10,4,4,2,8,3,7,0
12230,4,5,4,8,3,5,2,3,1,12,1
12231,1,7,4,5,4,2,3,2,2,8,1
12232,4,13,2,8,1,10,4,11,2,5,0
12233,1,2,1,7,3,4,2,2,2,6,1
12234,2,7,2,8,1,12,2,13,1,4,0
12235,1,5,3,8,2,9,3,2,2,5,1
12236,3,1,2,1,2,10,3,5,4,7,1
12237,4,3,2,11,2,10,4,9,3,4,0
12238,4,8,3,8,3,6,3,12,2,7,1
12239,2,2,4,13,1,4,1,1,2,12,0
12240,2,7,2,5,2,9,1,8,3,1,0
12241,1,13,4,3,4,10,1,6,2,4,0
12242,3,10,4,6,3,2,1,6,1,8,1
12243,3,4,2,4,4,5,2,7,3,8,1
12244,2,12,3,12,2,11,1,4,1,8,1
12245,2,12,1,12,1,5,1,11,1,9,1
12246,3,12,1,9,2,9,3,2,2,8,1
12247,3,1,1,6,2,6,1,4,3,13,1
12248,1,12,4,12,3,5,4,13,4,8,1
12249,1,12,1,5,3,7,1,11,1,9,0
12250,4,13,1,1,4,1,4,3,4,6,1
12251,1,10,1,6,1,5,3,8,4,1,0
12252,1,13,3,9,2,9,2,7,3,8,1
12253,1,10,3,10,1,1,4,1,1,9,2
12254,4,10,2,10,1,11,4,6,1,1,1
12255,4,2,4,6,2,1,3,1,2,3,1
12256,4,7,3,11,4,1,2,2,4,3,0
12257,1,2,3,11,2,10,2,11,1,8,1
12258,1,5,4,11,1,13,3,3,2,6,0
12259,3,6,3,9,4,5,4,11,3,3,0
12260,4,4,3,11,3,1,1,1,3,7,1
12261,3,10,1,12,3,7,2,3,3,6,0
12262,3,9,1,7,1,8,3,4,4,3,0
12263,3,10,2,7,2,2,3,3,1,10,1
12264,2,4,2,8,3,10,4,6,4,13,0
12265,2,13,3,13,2,4,2,5,1,6,1
12266,3,2,3,6,2,11,4,1,1,1,1
12267,1,13,2,2,2,1,1,2,2,10,1
12268,4,13,1,11,4,4,3,2,4,10,0
12269,4,9,3,4,3,11,1,3,1,7,0
12270,1,6,4,1,1,10,3,10,4,11,1
12271,4,11,1,11,4,4,4,9,4,8,1
12272,4,4,4,5,1,12,4,3,3,9,0
12273,3,5,3,1,4,6,1,11,2,12,0
12274,4,1,2,2,2,13,3,12,2,3,0
12275,4,4,3,6,1,10,1,13,2,6,1
12276,1,11,3,10,1,4,2,2,4,2,1
12277,1,5,1,2,2,2,2,4,3,4,2
12278,1,12,3,9,3,1,4,12,2,10,1
12279,2,9,1,12,2,1,2,4,2,13,0
12280,4,7,3,4,2,1,4,12,1,6,0
12281,2,11,2,10,1,11,3,13,4,8,1
12282,2,9,4,12,4,10,4,2,1,8,0
12283,4,2,1,4,4,5,3,2,1,2,3
12284,2,8,1,12,4,12,3,11,1,8,2
12285,3,6,1,3,4,10,3,5,2,9,0
12286,3,4,3,5,4,7,4,1,4,13,0
12287,3,1,4,11,2,5,3,6,4,6,1
12288,1,6,4,1,1,13,2,6,1,11,1
12289,1,2,1,7,2,5,2,11,2,2,1
12290,3,8,1,6,3,5,1,11,3,6,1
12291,1,8,3,13,1,4,2,12,2,8,1
12292,1,6,2,10,3,6,3,11,1,9,1
12293,2,13,4,5,2,4,4,7,1,3,0
12294,1,11,4,3,4,8,3,5,2,8,1
12295,3,9,3,8,2,12,3,13,4,2,0
12296,2,7,4,8,1,2,3,5,3,6,0
12297,2,7,2,12,4,12,3,2,4,1,1
12298,3,8,1,9,4,6,1,13,3,11,0
12299,1,6,4,10,2,7,2,2,2,4,0
12300,3,3,4,4,3,9,4,11,2,11,1
12301,2,11,1,8,3,2,4,5,4,13,0
12302,4,4,4,9,4,2,2,7,4,10,0
12303,1,4,4,13,2,7,1,5,1,7,1
12304,1,4,2,2,1,5,1,2,3,11,1
12305,2,13,1,10,1,5,3,13,1,9,1
12306,2,2,3,12,2,9,3,4,2,12,1
12307,1,10,3,7,2,13,1,12,4,8,0
12308,4,11,1,1,2,1,2,12,4,5,1
12309,3,7,1,7,3,1,1,4,2,11,1
12310,4,7,2,4,1,10,2,6,4,1,0
12311,1,11,2,3,2,13,2,12,4,3,1
12312,2,4,3,13,2,9,1,12,3,10,0
12313,4,7,1,5,2,1,1,12,1,1,1
12314,4,7,1,11,1,3,3,8,4,8,1
12315,1,1,4,9,3,2,4,6,2,3,0
12316,4,12,3,1,2,7,2,5,1,2,0
12317,4,7,2,2,2,3,1,3,1,10,1
12318,4,8,2,2,3,12,1,10,3,9,0
12319,4,10,2,7,1,2,1,5,4,5,1
12320,3,5,2,13,4,11,1,13,4,13,3
12321,3,12,3,8,1,6,3,13,2,2,0
12322,1,1,1,13,3,6,1,9,1,10,0
12323,4,4,4,13,4,9,3,9,2,2,1
12324,1,13,1,9,4,9,3,2,2,6,1
12325,4,1,3,11,2,4,2,1,4,8,1
12326,4,12,2,12,1,12,3,7,4,3,3
12327,2,1,2,7,3,9,2,13,1,8,0
12328,1,12,1,9,4,9,2,13,3,6,1
12329,3,4,4,2,1,12,3,12,3,11,1
12330,3,7,3,9,4,4,3,12,4,12,1
12331,2,8,4,2,4,1,3,6,2,1,1
12332,4,10,1,1,2,8,3,11,4,13,0
